Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
Bring Em Out,T.I.,9,hiphop,2004,11,65.0,0.759,0.891,-2.983,0.257,0.0298,0.0,0.1409999999999999,0.5869999999999999,98.579,11.0,4.0,216706.0,3,0,30.0,47.666666666666664
U Don't Know Me,T.I.,23,hiphop,2005,1,54.0,0.779,0.66,-4.854,0.17,0.0496,0.0,0.0825,0.526,83.914,1.0,4.0,243506.0,4,1,9.0,38.0
ASAP,T.I.,75,hiphop,2005,6,49.0,0.79,0.645,-5.426,0.317,0.335,0.0,0.405,0.5829999999999999,158.13,9.0,4.0,284413.0,5,1,9.0,35.0
What You Know,T.I.,3,hiphop,2006,3,64.0,0.551,0.81,-4.365,0.0344,0.0155,0.0,0.169,0.332,73.464,11.0,4.0,274333.0,6,1,9.0,41.666666666666664
Why You Wanna,T.I.,29,hiphop,2006,4,52.0,0.802,0.772,-4.893,0.192,0.3579999999999999,0.0,0.0603,0.654,96.046,1.0,4.0,215000.0,7,2,3.0,36.142857142857146
Top Back,T.I.,29,hiphop,2006,12,56.0,0.5969999999999999,0.678,-5.743,0.3,0.0103,0.0,0.381,0.659,160.074,2.0,4.0,282413.0,8,2,3.0,35.25
Big Things Poppin' (Do It),T.I.,9,hiphop,2007,6,22.0,0.5969999999999999,0.7149999999999999,-6.741,0.036,0.00425,0.911,0.191,0.539,169.036,7.0,4.0,289986.0,9,2,3.0,34.55555555555556
No Matter What,T.I.,72,hiphop,2008,5,47.0,0.498,0.824,-5.091,0.247,0.00332,0.0,0.0757,0.332,145.639,11.0,4.0,315680.0,10,3,3.0,32.0
Whatever You Like,T.I.,1,hiphop,2008,8,76.0,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053,9.0,4.0,249533.0,11,3,3.0,35.63636363636363
"What Up, What's Haapnin'",T.I.,84,hiphop,2008,9,44.0,0.4159999999999999,0.8539999999999999,-4.34,0.0908,0.0127,0.0,0.4159999999999999,0.1019999999999999,142.948,1.0,4.0,301293.0,12,4,1.0,32.75
Ready For Whatever,T.I.,57,hiphop,2008,10,46.0,0.6019999999999999,0.71,-5.882,0.0966,0.0084399999999999,0.0,0.2849999999999999,0.2919999999999999,75.096,5.0,4.0,312466.0,13,4,1.0,36.69230769230769
Yeah Ya Know (Takers),T.I.,44,hiphop,2010,6,36.0,0.457,0.895,-5.987,0.0722,0.00112,0.0,0.523,0.2359999999999999,139.923,1.0,4.0,249800.0,14,4,1.0,38.142857142857146
Love This Life,T.I.,81,hiphop,2012,4,0.0,0.692,0.387,-7.87,0.2849999999999999,0.0805,0.697,0.11,0.0941,173.916,1.0,4.0,234584.0,15,4,1.0,38.53333333333333
Go Get It,T.I.,77,hiphop,2012,8,58.0,0.3659999999999999,0.667,-5.683,0.246,0.00212,0.0,0.398,0.51,76.62699999999998,1.0,4.0,217520.0,16,4,1.0,41.1875
We Don't Get Down Like Y'all,T.I. Featuring B.o.B.,78,hiphop,2011,8,13.0,0.517,0.7329999999999999,-7.314,0.308,0.00981,0.0,0.3489999999999999,0.513,110.626,1.0,5.0,230853.0,0,0,101.0,101.0
I'm Flexin',T.I. Featuring Big K.R.I.T.,66,hiphop,2011,10,34.0,0.677,0.648,-7.041,0.1019999999999999,0.0078399999999999,0.0,0.466,0.464,148.973,8.0,4.0,180426.0,0,0,101.0,101.0
Get Back Up,T.I. Featuring Chris Brown,70,hiphop,2010,11,46.0,0.556,0.699,-6.264,0.35,0.6,0.0,0.0937,0.648,83.711,7.0,4.0,264200.0,0,0,101.0,101.0
That's All She Wrote,T.I. Featuring Eminem,18,hiphop,2010,12,70.0,0.496,0.785,-3.472,0.3059999999999999,0.0328,0.0,0.0941,0.3569999999999999,170.02,7.0,4.0,318360.0,0,0,101.0,101.0
No Mediocre,T.I. Featuring Iggy Azalea,33,hiphop,2014,7,61.0,0.78,0.45,-9.539,0.0465,0.0826,0.0,0.0809,0.1779999999999999,95.486,1.0,4.0,201600.0,0,0,101.0,101.0
Dead And Gone,T.I. Featuring Justin Timberlake,2,hiphop,2008,10,69.0,0.7129999999999999,0.746,-4.99,0.259,0.0402,0.0,0.6009999999999999,0.47,135.021,0.0,4.0,299746.0,0,0,101.0,101.0
Got Your Back,T.I. Featuring Keri Hilson,38,hiphop,2010,6,49.0,0.553,0.4719999999999999,-12.819,0.501,0.0117,0.0,0.398,0.652,146.841,8.0,4.0,274526.0,0,0,101.0,101.0
Ball,T.I. Featuring Lil Wayne,50,hiphop,2012,11,52.0,0.772,0.885,-4.736,0.0847,0.193,9e-06,0.0953,0.512,94.98,1.0,4.0,205360.0,0,0,101.0,101.0
Wit Me,T.I. Featuring Lil Wayne,80,hiphop,2013,6,45.0,0.754,0.6,-4.582,0.253,0.233,0.0,0.437,0.778,156.932,5.0,4.0,244533.0,1,0,50.0,50.0
Live Your Life,T.I. Featuring Rihanna,1,hiphop,2008,10,75.0,0.375,0.8619999999999999,-3.363,0.255,0.071,0.0,0.2109999999999999,0.4779999999999999,159.841,11.0,4.0,338853.0,0,0,101.0,101.0
Swing Ya Rag,T.I. Featuring Swizz Beatz,62,hiphop,2008,9,42.0,0.7069999999999999,0.899,-3.752,0.1449999999999999,0.138,0.0,0.375,0.659,89.012,8.0,4.0,198346.0,0,0,101.0,101.0
You Know What It Is,T.I. Featuring Wyclef Jean,34,hiphop,2007,7,46.0,0.657,0.8529999999999999,-4.757,0.252,0.17,0.0,0.0956,0.746,173.066,1.0,4.0,287133.0,0,0,101.0,101.0
About The Money,T.I. Featuring Young Thug,42,hiphop,2014,8,61.0,0.81,0.7209999999999999,-4.964,0.265,0.0487,0.0,0.0886,0.552,101.997,9.0,4.0,270120.0,0,0,101.0,101.0
I'm Not A Fool Anymore,T.K. Hulin,92,pop,1963,8,9.0,0.4909999999999999,0.1789999999999999,-14.994,0.0307,0.555,4.8e-05,0.112,0.5939999999999999,96.212,0.0,3.0,182093.0,0,0,101.0,101.0
Gal Yuh Ah Lead,T.O.K.,85,reggae,2004,2,12.0,0.683,0.7239999999999999,-4.839,0.2819999999999999,0.275,0.0,0.065,0.691,98.711,0.0,4.0,212800.0,0,0,101.0,101.0
Footprints,T.O.K.,93,reggae,2005,9,47.0,0.7,0.6179999999999999,-5.903,0.106,0.3609999999999999,0.0,0.101,0.566,83.96299999999998,4.0,4.0,211960.0,1,0,85.0,85.0
Then Came You,T.P.E.,91,other,1991,11,13.0,0.679,0.886,-6.437,0.131,0.00336,0.00027,0.3049999999999999,0.629,125.524,1.0,4.0,237066.0,0,0,101.0,101.0
Players Holiday,T.W.D.Y. Featuring Too Short & Mac Mall,90,other,1999,5,25.0,0.8509999999999999,0.7319999999999999,-5.056,0.129,0.0325,9e-06,0.517,0.648,92.003,4.0,4.0,284693.0,0,0,101.0,101.0
Ocean,TK Kravitz Featuring Jacqueez,76,pop,2018,7,67.0,0.7089999999999999,0.264,-17.696,0.186,0.268,0.0,0.24,0.341,133.858,1.0,4.0,219437.0,0,0,101.0,101.0
One Way Love,TKA,75,other,1986,6,37.0,0.7149999999999999,0.7339999999999999,-12.934,0.0467,0.00276,0.00306,0.2949999999999999,0.7339999999999999,117.204,1.0,4.0,317266.0,0,0,101.0,101.0
You Are The One,TKA,91,other,1989,6,38.0,0.7179999999999999,0.654,-12.516,0.0605,0.0144,0.324,0.18,0.696,120.059,7.0,4.0,291600.0,1,0,75.0,75.0
I Won't Give Up On You,TKA,65,other,1990,8,14.0,0.7289999999999999,0.873,-8.445999999999998,0.1429999999999999,0.0581,8.7e-05,0.0713,0.5879999999999999,105.533,11.0,4.0,287800.0,2,0,75.0,83.0
Louder Than Love,TKA,62,other,1991,8,42.0,0.693,0.79,-5.587,0.0353,0.0609,0.1449999999999999,0.109,0.447,121.842,6.0,4.0,318893.0,3,0,65.0,77.0
Maria,TKA,44,other,1992,4,35.0,0.658,0.887,-8.444,0.0638,0.0263,0.329,0.07,0.538,118.098,6.0,4.0,417120.0,4,0,62.0,73.25
Crash (Have Some Fun),TKA Featuring Michelle Visage,80,other,1990,12,13.0,0.752,0.8469999999999999,-10.141,0.0616,0.0221,0.00511,0.0792999999999999,0.5959999999999999,123.212,5.0,4.0,257493.0,0,0,101.0,101.0
Ain't 2 Proud 2 Beg,TLC,6,hiphop,1992,2,49.0,0.674,0.7069999999999999,-10.799,0.0343,0.00265,0.00214,0.3519999999999999,0.7119999999999999,104.854,10.0,4.0,336560.0,0,0,101.0,101.0
What About Your Friends,TLC,7,hiphop,1992,9,59.0,0.7439999999999999,0.8509999999999999,-10.108,0.049,0.0267,0.00738,0.0989,0.626,105.882,10.0,4.0,293600.0,1,1,6.0,6.0
Hat 2 Da Back,TLC,30,hiphop,1993,2,40.0,0.7009999999999998,0.697,-12.643,0.0912,0.000888,0.4849999999999999,0.3009999999999999,0.6169999999999999,108.554,10.0,4.0,256426.0,2,2,6.0,6.5
"Get It Up (From ""Poetic Justice"")",TLC,42,hiphop,1993,7,36.0,0.751,0.874,-5.509,0.0348,0.0422,0.0139,0.0642,0.754,104.89,7.0,4.0,254666.0,3,2,6.0,14.333333333333334
Creep,TLC,1,hiphop,1994,11,67.0,0.811,0.458,-9.688,0.0402,0.0193,1e-06,0.0526,0.797,92.94,5.0,4.0,268533.0,4,2,6.0,21.25
Red Light Special,TLC,2,hiphop,1995,3,57.0,0.52,0.449,-8.957,0.0331,0.2049999999999999,0.000687,0.191,0.3639999999999999,189.243,5.0,3.0,303960.0,5,3,1.0,17.2
Waterfalls,TLC,1,hiphop,1995,6,73.0,0.77,0.505,-7.345,0.0828,0.311,7.4e-05,0.0777,0.757,171.798,1.0,4.0,279506.0,6,4,1.0,14.666666666666666
Diggin' On You,TLC,5,hiphop,1995,11,54.0,0.7159999999999999,0.637,-7.322,0.0491,0.0241,0.638,0.0693,0.465,80.12699999999998,6.0,4.0,254560.0,7,5,1.0,12.714285714285714
Silly Ho,TLC,59,hiphop,1999,1,44.0,0.8369999999999999,0.784,-3.874,0.0865999999999999,0.0387,0.4709999999999999,0.32,0.8359999999999999,145.578,9.0,3.0,255160.0,8,6,1.0,11.75
No Scrubs,TLC,1,hiphop,1999,2,80.0,0.7429999999999999,0.675,-4.267,0.0953,0.0251,0.000717,0.0685,0.59,92.909,8.0,4.0,214400.0,9,6,1.0,17.0
Unpretty,TLC,1,hiphop,1999,6,64.0,0.648,0.622,-6.063,0.0428,0.00152,6e-05,0.109,0.51,88.68399999999998,7.0,4.0,278066.0,10,7,1.0,15.4
Dear Lie,TLC,51,hiphop,2000,2,40.0,0.548,0.444,-8.734,0.0293,0.0376,0.0,0.1789999999999999,0.2429999999999999,173.834,0.0,4.0,310760.0,11,8,1.0,14.090909090909092
Girl Talk,TLC,28,hiphop,2002,10,40.0,0.882,0.671,-5.161,0.126,0.171,0.0,0.0988,0.34,95.018,2.0,4.0,214760.0,12,8,1.0,17.166666666666668
Damaged,TLC,53,hiphop,2003,3,38.0,0.677,0.92,-5.013,0.0304,0.0262,5.1e-05,0.1729999999999999,0.7109999999999999,95.006,2.0,4.0,231373.0,13,8,1.0,18.0
Westside,TQ,12,rnb_soul,1998,10,55.0,0.685,0.62,-6.665,0.0406,0.19,0.0,0.158,0.372,82.52,4.0,4.0,304733.0,0,0,101.0,101.0
Downfall,TRUSTcompany,91,metal,2002,10,59.0,0.31,0.94,-3.395,0.106,0.000106,2e-06,0.2049999999999999,0.454,128.682,6.0,5.0,191373.0,0,0,101.0,101.0
Everybody Dance,Ta Mara & The Seen,24,other,1985,10,15.0,0.808,0.7419999999999999,-9.584,0.0855,0.0564,0.00295,0.0857,0.7129999999999999,119.199,1.0,4.0,235200.0,0,0,101.0,101.0
(I'll Be With You In) Apple Blossom Time,Tab Hunter,31,other,1959,1,8.0,0.5849999999999999,0.45,-9.468,0.0357,0.8559999999999999,5e-06,0.0777,0.627,130.16,8.0,4.0,130759.0,0,0,101.0,101.0
Puttin' On The Ritz,Taco,4,other,1983,6,50.0,0.798,0.2919999999999999,-17.112,0.0777,0.152,0.00101,0.185,0.812,98.653,0.0,4.0,281160.0,0,0,101.0,101.0
The Way I Feel,Tag,63,other,1992,7,2.0,0.59,0.661,-11.361,0.0304,0.0401,6.9e-05,0.0464,0.406,93.104,9.0,4.0,249066.0,0,0,101.0,101.0
Whoomp! (There It Is),Tag Team,2,other,1993,5,46.0,0.8,0.639,-7.405999999999999,0.0439,0.00123,0.0,0.0802999999999999,0.45,129.443,4.0,4.0,226026.0,0,0,101.0,101.0
Adicto,"Tainy, Anuel AA & Ozuna",86,pop,2019,10,91.0,0.7339999999999999,0.8359999999999999,-4.803,0.0734999999999999,0.017,1.6e-05,0.1789999999999999,0.623,80.00199999999998,10.0,4.0,270740.0,0,0,101.0,101.0
Dynamite,Taio Cruz,2,pop,2010,6,72.0,0.754,0.804,-3.177,0.0853,0.00332,0.0,0.0329,0.818,119.968,4.0,4.0,203866.0,0,0,101.0,101.0
Hangover,Taio Cruz Featuring Flo Rida,62,pop,2011,10,72.0,0.5989999999999999,0.884,-3.227,0.0488,0.0101,0.0,0.0662,0.539,128.049,3.0,4.0,244906.0,0,0,101.0,101.0
Dirty Picture,Taio Cruz Featuring Ke$ha,96,pop,2010,6,42.0,0.7189999999999999,0.687,-5.923,0.0643,0.021,0.0,0.109,0.544,119.92,1.0,4.0,219520.0,0,0,101.0,101.0
Break Your Heart,Taio Cruz Featuring Ludacris,1,pop,2010,3,67.0,0.666,0.899,-4.676,0.028,0.00155,0.0,0.0677,0.629,122.05,8.0,4.0,186266.0,0,0,101.0,101.0
Higher,Taio Cruz Featuring Travie McCoy,24,pop,2011,1,48.0,0.528,0.9,-4.301,0.0758999999999999,0.0349,0.0,0.1439999999999999,0.558,127.986,8.0,4.0,188133.0,0,0,101.0,101.0
Love Is Contagious,Taja Sevelle,62,other,1987,9,34.0,0.7159999999999999,0.56,-8.635,0.0298,0.134,0.000291,0.0898999999999999,0.7339999999999999,110.957,0.0,4.0,277173.0,0,0,101.0,101.0
Back For Good,Take That,7,other,1995,8,51.0,0.6,0.504,-9.761,0.0292,0.308,0.0,0.137,0.547,78.961,5.0,4.0,242266.0,0,0,101.0,101.0
Last Memory,TakeOff,54,hiphop,2018,11,64.0,0.8539999999999999,0.7079999999999999,-5.805,0.2439999999999999,0.1749999999999999,0.0,0.2409999999999999,0.1719999999999999,118.032,1.0,4.0,162132.0,0,0,101.0,101.0
Casper,TakeOff,99,hiphop,2018,11,74.0,0.921,0.6069999999999999,-7.397,0.2089999999999999,0.525,1e-06,0.123,0.753,140.071,1.0,4.0,197079.0,1,0,54.0,54.0
MakeDamnSure,Taking Back Sunday,48,rock,2006,5,68.0,0.553,0.8369999999999999,-5.608,0.0452,0.00941,0.0,0.372,0.432,140.495,6.0,4.0,208280.0,0,0,101.0,101.0
She's So High,Tal Bachman,14,pop,1999,6,71.0,0.537,0.84,-4.626,0.0363,0.2,2e-06,0.0998,0.2109999999999999,124.269,9.0,4.0,224693.0,0,0,101.0,101.0
Get By,Talib Kweli,77,hiphop,2003,3,57.0,0.659,0.925,-4.76,0.388,0.00351,0.0,0.1459999999999999,0.77,90.19,7.0,4.0,227426.0,0,0,101.0,101.0
Talk Talk,Talk Talk,75,rock,1982,10,48.0,0.61,0.8349999999999999,-7.777999999999999,0.046,9.1e-05,0.063,0.0422,0.8279999999999998,135.248,7.0,4.0,203626.0,0,0,101.0,101.0
It's My Life,Talk Talk,31,rock,1984,3,69.0,0.627,0.802,-8.432,0.0348,0.197,0.784,0.404,0.8669999999999999,126.283,0.0,4.0,232400.0,1,0,75.0,75.0
Such A Shame,Talk Talk,89,rock,1984,6,52.0,0.6049999999999999,0.69,-11.003,0.0295,0.198,0.00132,0.2909999999999999,0.694,112.005,3.0,4.0,335533.0,2,0,31.0,53.0
Life's What You Make It,Talk Talk,90,rock,1986,2,60.0,0.525,0.804,-7.575,0.0321,0.00367,0.2849999999999999,0.0382,0.935,91.951,1.0,4.0,268893.0,3,0,31.0,65.0
Psycho Killer,Talking Heads,92,rock,1978,2,74.0,0.7209999999999999,0.521,-8.122999999999998,0.0612,0.0707,0.00552,0.127,0.942,123.118,2.0,4.0,261413.0,0,0,101.0,101.0
Take Me To The River,Talking Heads,26,rock,1978,11,59.0,0.66,0.4849999999999999,-8.101,0.0258,0.2419999999999999,0.0102,0.0585,0.8289999999999998,99.828,2.0,4.0,302520.0,1,0,92.0,92.0
Burning Down The House,Talking Heads,9,rock,1983,7,64.0,0.779,0.87,-13.141,0.0574,0.00644,0.0107,0.0399,0.555,102.689,5.0,4.0,241920.0,2,0,26.0,59.0
This Must Be The Place (Naive Melody),Talking Heads,62,rock,1983,11,72.0,0.942,0.641,-10.15,0.0333,0.331,0.1789999999999999,0.028,0.966,114.443,7.0,4.0,296146.0,3,1,9.0,42.333333333333336
And She Was,Talking Heads,54,rock,1985,9,55.0,0.763,0.629,-9.947,0.0322,0.013,0.0585,0.0756,0.973,126.477,9.0,4.0,219200.0,4,1,9.0,47.25
Once In A Lifetime,Talking Heads,91,rock,1986,4,70.0,0.644,0.919,-6.289,0.0561,0.1809999999999999,0.134,0.622,0.871,117.459,2.0,4.0,259906.0,5,1,9.0,48.6
Wild Wild Life,Talking Heads,25,rock,1986,9,49.0,0.647,0.889,-4.869,0.0302,0.0186,0.0,0.375,0.952,137.41,9.0,4.0,219773.0,6,1,9.0,55.666666666666664
If You Don't Wanna Love Me,Tamar Braxton,89,pop,2000,3,31.0,0.758,0.4819999999999999,-5.372,0.0287,0.014,0.0,0.0477,0.3009999999999999,120.105,8.0,4.0,238306.0,0,0,101.0,101.0
Love And War,Tamar Braxton,57,pop,2012,12,54.0,0.27,0.5799999999999998,-5.717,0.039,0.4689999999999999,0.0,0.343,0.2419999999999999,179.919,8.0,3.0,241920.0,1,0,89.0,89.0
All The Way Home,Tamar Braxton,96,pop,2013,12,53.0,0.652,0.663,-5.318,0.0378,0.0806999999999999,3e-06,0.0805,0.254,107.99,2.0,4.0,262226.0,2,0,57.0,73.0
Imagination,Tamia,37,pop,1998,3,35.0,0.895,0.495,-7.186,0.1779999999999999,0.0998,6.3e-05,0.0583,0.5929999999999999,99.233,9.0,4.0,213973.0,0,0,101.0,101.0
So Into You,Tamia,30,pop,1998,7,66.0,0.656,0.4789999999999999,-7.055,0.0348,0.0665,0.00272,0.168,0.7079999999999999,184.374,7.0,4.0,261866.0,1,0,37.0,37.0
Can't Go For That,Tamia,84,pop,2000,9,20.0,0.668,0.698,-7.036,0.0714,0.2419999999999999,6.3e-05,0.06,0.448,106.041,11.0,4.0,226333.0,2,0,30.0,33.5
Stranger In My House,Tamia,10,pop,2001,1,48.0,0.676,0.6009999999999999,-4.905,0.0297,0.1029999999999999,0.0,0.1469999999999999,0.2059999999999999,119.94,0.0,4.0,285386.0,3,0,30.0,50.333333333333336
Officially Missing You,Tamia,83,pop,2003,8,55.0,0.4759999999999999,0.4069999999999999,-9.239,0.0368,0.247,0.0,0.1439999999999999,0.226,178.258,4.0,4.0,242466.0,4,1,10.0,40.25
Touch Me Baby (reaching Out For Your Love),Tamiko Jones,60,other,1975,4,13.0,0.544,0.49,-11.868,0.121,0.75,0.0902,0.31,0.909,154.69,11.0,4.0,185306.0,0,0,101.0,101.0
I Can't Believe You Love Me,Tammi Terrell,72,rnb_soul,1966,1,20.0,0.387,0.661,-5.685,0.0379,0.2979999999999999,2e-06,0.0736,0.808,207.443,1.0,4.0,153853.0,0,0,101.0,101.0
Come On And See Me,Tammi Terrell,80,rnb_soul,1966,5,37.0,0.5889999999999999,0.758,-4.158,0.0315,0.0715,0.00842,0.104,0.8689999999999999,113.864,1.0,4.0,140266.0,1,0,72.0,72.0
This Old Heart Of Mine (Is Weak For You),Tammi Terrell,67,rnb_soul,1969,1,27.0,0.573,0.816,-5.671,0.0811999999999999,0.0146,0.000701,0.14,0.875,86.69799999999998,0.0,4.0,146426.0,2,0,72.0,76.0
Angels In Waiting,Tammy Cochran,73,country,2001,10,31.0,0.691,0.3659999999999999,-7.565,0.028,0.565,0.0,0.127,0.278,88.78199999999998,6.0,4.0,217666.0,0,0,101.0,101.0
D-I-V-O-R-C-E,Tammy Wynette,63,country,1968,6,9.0,0.5809999999999998,0.2819999999999999,-11.276,0.0266,0.788,4.9e-05,0.2069999999999999,0.322,97.11,4.0,4.0,176626.0,0,0,101.0,101.0
Stand By Your Man,Tammy Wynette,19,country,1968,11,56.0,0.517,0.246,-11.992,0.0308,0.788,0.00105,0.133,0.525,105.24,9.0,4.0,159760.0,1,0,63.0,63.0
Singing My Song,Tammy Wynette,75,country,1969,4,22.0,0.539,0.273,-11.254,0.0297,0.675,4.4e-05,0.264,0.467,114.433,8.0,4.0,142066.0,2,0,19.0,41.0
The Ways To Love A Man,Tammy Wynette,81,country,1969,8,24.0,0.5869999999999999,0.249,-14.1,0.0278,0.7329999999999999,0.00732,0.0891,0.48,94.305,9.0,4.0,147493.0,3,0,19.0,52.333333333333336
I'll See Him Through,Tammy Wynette,100,country,1970,1,17.0,0.5839999999999999,0.185,-14.665,0.0294,0.813,0.00013,0.129,0.4209999999999999,98.674,5.0,4.0,172600.0,4,0,19.0,59.5
He Loves Me All The Way,Tammy Wynette,97,country,1970,6,23.0,0.467,0.531,-10.632,0.0471,0.644,0.0,0.0392,0.7239999999999999,172.753,10.0,4.0,156666.0,5,0,19.0,67.6
"Run, Woman, Run",Tammy Wynette,92,country,1970,10,19.0,0.646,0.203,-14.023,0.0337,0.929,0.000543,0.121,0.463,87.926,7.0,4.0,146066.0,6,0,19.0,72.5
Bedtime Story,Tammy Wynette,86,country,1972,1,22.0,0.54,0.2119999999999999,-11.583,0.0326,0.902,2e-06,0.138,0.3059999999999999,113.714,9.0,4.0,254333.0,7,0,19.0,75.28571428571429
Kids Say The Darndest Things,Tammy Wynette,72,country,1973,6,22.0,0.633,0.255,-11.846,0.0339,0.789,0.0,0.104,0.4719999999999999,111.354,2.0,4.0,171893.0,8,0,19.0,76.625
'til I Can Make It On My Own,Tammy Wynette,84,country,1976,5,31.0,0.45,0.2939999999999999,-12.022,0.0318,0.8319999999999999,3.5e-05,0.108,0.1459999999999999,141.148,7.0,4.0,182080.0,9,0,19.0,76.11111111111111
Holdin' On,Tane Cain,37,other,1982,8,11.0,0.512,0.668,-7.942,0.0486,0.114,0.000795,0.0974,0.447,142.81,7.0,4.0,191564.0,0,0,101.0,101.0
On The Line,Tangier,67,metal,1989,8,27.0,0.448,0.777,-8.604,0.0309,0.0692,0.000182,0.0749999999999999,0.566,91.305,2.0,4.0,281843.0,0,0,101.0,101.0
Maybe I Deserve,Tank,38,pop,2001,3,20.0,0.626,0.693,-8.672,0.0624,0.0535,1.7e-05,0.1439999999999999,0.554,85.152,11.0,4.0,273026.0,0,0,101.0,101.0
Please Don't Go,Tank,42,pop,2007,3,41.0,0.4859999999999999,0.434,-10.087,0.434,0.509,0.0,0.458,0.623,76.367,0.0,3.0,353640.0,1,0,38.0,38.0
When We,Tank,78,pop,2017,12,65.0,0.635,0.324,-9.51,0.0768999999999999,0.165,4e-06,0.108,0.0741,117.863,6.0,4.0,309120.0,2,0,38.0,40.0
Everyone Falls In Love,Tanto Metro & Devonte,88,reggae,1999,7,54.0,0.754,0.7019999999999998,-8.032999999999998,0.0429,0.0275,0.0,0.0619,0.7359999999999999,95.998,10.0,4.0,228360.0,0,0,101.0,101.0
Give It To Her,Tanto Metro & Devonte,85,reggae,2002,3,45.0,0.6,0.5829999999999999,-6.617,0.281,0.0918,0.0,0.0992,0.763,126.517,9.0,5.0,209053.0,1,0,88.0,88.0
Through The Rain,Tanya Blount,90,other,1994,10,30.0,0.67,0.497,-8.749,0.042,0.0679,4e-06,0.0581,0.564,149.986,5.0,4.0,310493.0,0,0,101.0,101.0
Delta Dawn,Tanya Tucker,72,country,1972,7,60.0,0.6189999999999999,0.507,-7.676999999999999,0.0335,0.71,0.0,0.258,0.694,77.995,5.0,4.0,175200.0,0,0,101.0,101.0
What's Your Mama's Name,Tanya Tucker,86,country,1973,5,42.0,0.5849999999999999,0.42,-8.817,0.0531,0.7429999999999999,6e-06,0.276,0.512,80.13599999999998,5.0,4.0,182493.0,1,0,72.0,72.0
Blood Red And Goin' Down,Tanya Tucker,74,country,1973,8,31.0,0.662,0.566,-7.466,0.0328,0.375,4e-06,0.162,0.642,107.497,9.0,4.0,181693.0,2,0,72.0,79.0
Would You Lay With Me (in A Field Of Stone),Tanya Tucker,46,country,1974,2,34.0,0.443,0.2949999999999999,-8.435,0.0269,0.812,0.0,0.134,0.268,74.40099999999998,10.0,4.0,142760.0,3,0,72.0,77.33333333333333
The Man That Turned My Mama On,Tanya Tucker,86,country,1974,8,30.0,0.631,0.7419999999999999,-7.243,0.108,0.627,0.0,0.0984,0.67,90.408,0.0,4.0,174093.0,4,0,46.0,69.5
Lizzie And The Rainman,Tanya Tucker,37,country,1975,5,31.0,0.455,0.537,-14.896,0.115,0.59,0.0,0.267,0.7069999999999999,89.322,11.0,4.0,184826.0,5,0,46.0,72.8
Here's Some Love,Tanya Tucker,82,country,1976,10,24.0,0.5819999999999999,0.323,-15.974,0.059,0.533,0.00015,0.25,0.635,135.345,1.0,4.0,181693.0,6,0,37.0,66.83333333333333
Not Fade Away,Tanya Tucker,70,country,1979,1,16.0,0.635,0.769,-12.497,0.0414,0.0781,0.00395,0.124,0.963,93.106,8.0,4.0,244933.0,7,0,37.0,69.0
Hold You Tight,Tara Kemp,3,other,1991,1,34.0,0.7389999999999999,0.675,-9.194,0.0444,0.0545,0.0112,0.0632,0.643,100.054,1.0,4.0,284344.0,0,0,101.0,101.0
Piece Of My Heart,Tara Kemp,7,other,1991,5,17.0,0.536,0.823,-10.696,0.0687,0.111,0.000432,0.0543,0.916,200.128,1.0,4.0,289740.0,1,1,3.0,3.0
Too Much,Tara Kemp,95,other,1991,10,4.0,0.648,0.626,-12.11,0.0363,0.215,0.000682,0.18,0.8489999999999999,74.33,8.0,4.0,296966.0,2,2,3.0,5.0
Shoot Me (With Your Love),Tasha Thomas,91,electronic,1979,1,21.0,0.644,0.572,-12.627,0.13,0.0911,0.00842,0.3649999999999999,0.8259999999999998,123.148,6.0,4.0,429306.0,0,0,101.0,101.0
Sleeping Satellite,Tasmin Archer,32,pop,1993,4,59.0,0.5979999999999999,0.8,-10.574,0.0269,0.101,0.000143,0.263,0.77,96.069,5.0,4.0,258933.0,0,0,101.0,101.0
You Broke Me First.,Tate McRae,17,other,2020,9,88.0,0.667,0.373,-9.389,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0,4.0,169265.0,0,0,101.0,101.0
Daydreamin',Tatyana Ali,6,other,1998,8,41.0,0.882,0.57,-7.565,0.0831999999999999,0.0886,7e-06,0.0932,0.815,96.785,1.0,4.0,300133.0,0,0,101.0,101.0
Check It Out,Tavares,35,other,1973,9,23.0,0.4149999999999999,0.3579999999999999,-13.509,0.0382,0.759,0.0,0.67,0.4219999999999999,125.414,7.0,4.0,206933.0,0,0,101.0,101.0
That's The Sound That Lonely Makes,Tavares,70,other,1974,2,9.0,0.644,0.5909999999999999,-9.177,0.0598,0.668,0.0,0.574,0.8459999999999999,149.136,11.0,4.0,222933.0,1,0,35.0,35.0
Too Late,Tavares,59,other,1974,6,17.0,0.771,0.772,-9.315,0.0298,0.3019999999999999,1.5e-05,0.5829999999999999,0.922,115.479,4.0,4.0,264200.0,2,0,35.0,52.5
She's Gone,Tavares,50,other,1974,10,31.0,0.563,0.569,-9.066,0.0311,0.516,7e-06,0.126,0.76,142.176,4.0,4.0,220160.0,3,0,35.0,54.666666666666664
