Song,Performer,Peak Position,grouped_genre,release_year,release_month,spotify_track_popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,key,time_signature,spotify_track_duration_ms,prior_song_count,prior_top10_count,prior_best_peak,prior_avg_peak
For Whom The Bell Tolls,J. Cole,23,hiphop,2016,12,62.0,0.652,0.4069999999999999,-11.028,0.0354,0.4709999999999999,0.0,0.2939999999999999,0.169,111.65,10.0,3.0,127880.0,10,1,7.0,36.6
Immortal,J. Cole,11,hiphop,2016,12,68.0,0.7129999999999999,0.4189999999999999,-10.668,0.3559999999999999,0.435,3e-06,0.126,0.253,91.634,11.0,4.0,201666.0,11,1,7.0,35.36363636363637
Neighbors,J. Cole,13,hiphop,2016,12,74.0,0.894,0.2839999999999999,-13.002,0.33,0.3579999999999999,0.000487,0.11,0.4129999999999999,138.944,11.0,4.0,216520.0,12,1,7.0,33.333333333333336
She's Mine Pt. 2,J. Cole,34,hiphop,2016,12,64.0,0.435,0.202,-15.097,0.0702,0.776,0.0976,0.245,0.0429,139.574,2.0,4.0,209080.0,13,1,7.0,31.76923076923077
Ville Mentality,J. Cole,24,hiphop,2016,12,64.0,0.8569999999999999,0.378,-8.371,0.0928,0.789,0.000171,0.1189999999999999,0.626,119.976,7.0,3.0,194346.0,14,1,7.0,31.928571428571427
1985 (Intro To The Fall Off),J. Cole,20,hiphop,2018,5,70.0,0.678,0.648,-5.892,0.445,0.1469999999999999,0.0,0.182,0.635,94.336,2.0,4.0,190176.0,15,1,7.0,31.4
ATM,J. Cole,6,hiphop,2018,5,71.0,0.7189999999999999,0.497,-7.660999999999999,0.681,0.115,0.0,0.0898,0.3449999999999999,81.65099999999998,8.0,4.0,216726.0,16,1,7.0,30.6875
Brackets,J. Cole,30,hiphop,2018,5,64.0,0.675,0.567,-9.147,0.263,0.19,2e-06,0.1749999999999999,0.658,84.039,10.0,4.0,315771.0,17,2,6.0,29.235294117647058
Intro,J. Cole,53,hiphop,2018,5,70.0,0.678,0.648,-5.892,0.445,0.1469999999999999,0.0,0.182,0.635,94.336,2.0,4.0,190176.0,18,2,6.0,29.27777777777778
KOD,J. Cole,10,hiphop,2018,5,76.0,0.8309999999999998,0.782,-6.274,0.15,0.21,0.0,0.113,0.199,141.869,0.0,4.0,191436.0,19,2,6.0,30.526315789473685
Motiv8,J. Cole,15,hiphop,2018,5,69.0,0.8689999999999999,0.385,-7.801,0.2969999999999999,0.135,0.0,0.0931,0.5959999999999999,149.897,4.0,4.0,133921.0,20,3,6.0,29.5
Once An Addict (Interlude),J. Cole,47,hiphop,2018,5,61.0,0.548,0.4719999999999999,-8.343,0.4769999999999999,0.626,0.0,0.1189999999999999,0.138,82.36,8.0,4.0,197821.0,21,3,6.0,28.80952380952381
Photograph,J. Cole,14,hiphop,2018,5,67.0,0.8249999999999998,0.4869999999999999,-6.416,0.233,0.0299,0.0,0.0868,0.372,105.05,1.0,3.0,218953.0,22,3,6.0,29.636363636363637
Window Pain (Outro),J. Cole,41,hiphop,2018,5,65.0,0.72,0.626,-9.351,0.397,0.0607,0.0,0.0728,0.182,75.03199999999998,8.0,4.0,286729.0,23,3,6.0,28.956521739130434
Album Of The Year (Freestyle),J. Cole,87,hiphop,2018,8,65.0,0.7049999999999998,0.816,-7.046,0.32,0.0805,0.0,0.4759999999999999,0.929,94.211,10.0,4.0,138872.0,24,3,6.0,29.458333333333332
Middle Child,J. Cole,4,hiphop,2019,2,86.0,0.8369999999999999,0.3639999999999999,-11.713,0.276,0.1489999999999999,0.0,0.271,0.463,123.984,8.0,4.0,213593.0,25,3,6.0,31.76
Middle Child,J. Cole,4,hiphop,2019,2,87.0,0.8369999999999999,0.3639999999999999,-11.713,0.276,0.1489999999999999,0.0,0.271,0.463,123.984,8.0,4.0,213593.0,26,4,4.0,30.692307692307693
Snow On Tha Bluff,J. Cole,54,hiphop,2020,6,70.0,0.5859999999999999,0.512,-8.819,0.0668,0.7229999999999999,0.0002,0.1189999999999999,0.2349999999999999,75.857,8.0,4.0,235480.0,27,5,4.0,29.703703703703702
The Climb Back,J. Cole,52,hiphop,2020,8,0.0,0.79,0.5879999999999999,-8.265,0.888,0.0641,0.0,0.168,0.963,150.507,0.0,4.0,70556.0,28,5,4.0,30.571428571428573
Lion King On Ice,J. Cole,51,hiphop,2020,8,70.0,0.7319999999999999,0.663,-7.615999999999999,0.192,0.0819,0.0,0.115,0.227,139.964,6.0,4.0,210586.0,29,5,4.0,31.310344827586206
interlude,J. Cole,8,hiphop,2021,5,57.0,0.623,0.4729999999999999,-8.336,0.461,0.626,0.0,0.1189999999999999,0.138,84.066,8.0,4.0,197821.0,30,5,4.0,31.966666666666665
close,J. Cole,33,hiphop,2021,5,6.0,0.6129999999999999,0.185,-18.604,0.0438,0.8529999999999999,0.0206,0.131,0.451,110.239,5.0,4.0,409640.0,31,6,4.0,31.193548387096776
She Knows,J. Cole Featuring Amber Coffman & The Cults,90,hiphop,2014,1,69.0,0.766,0.7389999999999999,-10.364,0.0805,0.0192,0.0794,0.229,0.185,118.005,1.0,4.0,296520.0,0,0,101.0,101.0
Power Trip,J. Cole Featuring Miguel,19,hiphop,2013,3,74.0,0.667,0.61,-7.054,0.217,0.322,0.000203,0.4259999999999999,0.465,99.991,1.0,4.0,241160.0,0,0,101.0,101.0
Nobody's Perfect,J. Cole Featuring Missy Elliott,61,hiphop,2012,6,65.0,0.793,0.498,-11.208,0.17,0.0974,1.3e-05,0.13,0.4269999999999999,119.988,8.0,4.0,190653.0,0,0,101.0,101.0
Crooked Smile,J. Cole Featuring TLC,27,hiphop,2013,7,70.0,0.6069999999999999,0.784,-6.293,0.268,0.433,0.0,0.689,0.4819999999999999,81.004,7.0,4.0,278573.0,0,0,101.0,101.0
Can't Get Enough,J. Cole Featuring Trey Songz,52,hiphop,2011,12,67.0,0.768,0.62,-7.399,0.0658,0.139,0.0,0.521,0.5889999999999999,132.035,2.0,4.0,225960.0,0,0,101.0,101.0
Friends,J. Cole Featuring kiLL edward,46,hiphop,2018,5,63.0,0.7159999999999999,0.652,-7.909,0.398,0.1019999999999999,0.0,0.11,0.4939999999999999,109.295,6.0,5.0,257646.0,0,0,101.0,101.0
The Cut Off,J. Cole Featuring kiLL edward,28,hiphop,2018,5,64.0,0.74,0.543,-7.979,0.399,0.185,0.0,0.372,0.337,78.19799999999998,1.0,4.0,237295.0,1,0,46.0,46.0
Wop,J. Dash,51,hiphop,2013,4,57.0,0.8359999999999999,0.817,-5.672,0.0677,0.00968,0.0,0.114,0.647,112.007,7.0,4.0,230626.0,0,0,101.0,101.0
Last Kiss,J. Frank Wilson and The Cavaliers,2,other,1964,9,42.0,0.746,0.4819999999999999,-7.918999999999999,0.0471,0.262,0.0,0.0671,0.698,135.202,1.0,4.0,148680.0,0,0,101.0,101.0
Bed,J. Holiday,5,other,2007,8,69.0,0.684,0.6059999999999999,-7.268,0.0504,0.17,0.0,0.058,0.7229999999999999,127.901,5.0,4.0,275106.0,0,0,101.0,101.0
Suffocate,J. Holiday,18,other,2007,11,60.0,0.458,0.445,-8.391,0.3609999999999999,0.64,0.0,0.1179999999999999,0.447,82.82,9.0,5.0,220053.0,1,1,5.0,5.0
Need Me,J.I The Prince Of N.Y,95,hiphop,2020,6,74.0,0.815,0.567,-4.653,0.135,0.156,0.0,0.0884,0.7319999999999999,95.034,10.0,4.0,151640.0,0,0,101.0,101.0
Real Humdinger,J.J. Barnes,80,rnb_soul,1966,4,3.0,0.7179999999999999,0.672,-9.891,0.0444,0.265,0.0,0.257,0.926,134.134,0.0,4.0,317026.0,0,0,101.0,101.0
Crazy Mama,J.J. Cale,22,other,1972,1,48.0,0.818,0.0839,-19.288,0.0425,0.71,0.128,0.0907,0.505,96.211,11.0,4.0,142866.0,0,0,101.0,101.0
After Midnight,J.J. Cale,42,other,1972,5,63.0,0.699,0.32,-18.988,0.0337,0.171,0.1459999999999999,0.0771,0.525,95.973,2.0,4.0,143693.0,1,0,22.0,22.0
Lies,J.J. Cale,42,other,1972,11,32.0,0.774,0.338,-16.033,0.0941,0.457,0.793,0.0748999999999999,0.777,87.352,5.0,4.0,176000.0,2,0,22.0,32.0
Hey Baby,J.J. Cale,96,other,1976,12,44.0,0.662,0.34,-16.305,0.0436,0.1769999999999999,0.687,0.111,0.4839999999999999,146.6,0.0,4.0,191973.0,3,0,22.0,35.333333333333336
Supersonic,J.J. Fad,30,electronic,1988,4,48.0,0.8249999999999998,0.391,-15.962,0.202,0.000374,0.00188,0.0608,0.396,132.104,7.0,4.0,232306.0,0,0,101.0,101.0
Way Out,J.J. Fad,61,electronic,1988,9,20.0,0.892,0.2939999999999999,-14.493,0.2879999999999999,0.00268,0.00372,0.0483,0.7319999999999999,131.333,5.0,4.0,169426.0,1,0,30.0,30.0
Is It Love,J.J. Fad,92,electronic,1988,12,13.0,0.747,0.251,-16.9,0.1469999999999999,0.00249,0.098,0.063,0.781,85.846,3.0,4.0,183040.0,2,0,30.0,45.5
But It's Alright,J.J. Jackson,22,other,1966,10,38.0,0.638,0.652,-7.719,0.0288,0.628,0.000606,0.2829999999999999,0.962,115.918,1.0,4.0,172400.0,0,0,101.0,101.0
Anything,JAY-Z,55,hiphop,2000,2,49.0,0.816,0.751,-6.009,0.198,0.0948,0.00462,0.0738,0.903,81.393,10.0,4.0,286333.0,0,0,101.0,101.0
Izzo (H.O.V.A.),JAY-Z,8,hiphop,2001,7,62.0,0.658,0.91,-3.499,0.316,0.00195,1.5e-05,0.158,0.4939999999999999,92.332,7.0,4.0,240626.0,1,0,55.0,55.0
Jigga,JAY-Z,66,hiphop,2002,1,47.0,0.5789999999999998,0.96,-3.152,0.245,0.1019999999999999,0.0,0.0674,0.566,133.63,1.0,4.0,204026.0,2,1,8.0,31.5
Excuse Me Miss,JAY-Z,8,hiphop,2003,2,58.0,0.691,0.8579999999999999,-4.857,0.3009999999999999,0.0186,0.0,0.0518,0.874,92.773,1.0,4.0,281240.0,3,1,8.0,43.0
Dirt Off Your Shoulder,JAY-Z,5,hiphop,2004,1,41.0,0.557,0.905,-4.506,0.267,0.0104,0.0,0.111,0.799,160.013,11.0,4.0,245733.0,4,2,8.0,34.25
99 Problems,JAY-Z,30,hiphop,2004,5,61.0,0.547,0.951,-4.079,0.151,0.00272,1.1e-05,0.0862,0.51,95.031,1.0,4.0,234626.0,5,3,5.0,28.4
Blowin' Me Up (With Her Love),JC Chasez,35,other,2003,1,33.0,0.785,0.783,-3.982,0.187,0.00877,0.00454,0.072,0.5919999999999999,98.132,2.0,4.0,290200.0,0,0,101.0,101.0
Some Girls (Dance With Women),JC Chasez Featuring Dirt McGirt,88,other,2004,1,27.0,0.872,0.8379999999999999,-6.687,0.26,0.055,0.0,0.0596,0.932,98.011,6.0,4.0,272093.0,0,0,101.0,101.0
Who Dat,JT Money Featuring Sole,5,hiphop,1999,4,40.0,0.8309999999999998,0.8339999999999999,-5.327,0.222,0.0148,0.0,0.3029999999999999,0.381,87.027,11.0,4.0,231800.0,0,0,101.0,101.0
Holla Holla,Ja Rule,35,pop,1999,4,44.0,0.882,0.638,-8.143,0.3459999999999999,0.0283,0.0,0.0881,0.507,92.994,11.0,4.0,264533.0,0,0,101.0,101.0
Clap Back,Ja Rule,44,pop,2003,10,60.0,0.686,0.787,-5.597,0.387,0.0459,7e-06,0.0499,0.674,120.943,1.0,5.0,296466.0,1,0,35.0,35.0
Always On Time,Ja Rule Featuring Ashanti,1,pop,2001,11,73.0,0.6069999999999999,0.7139999999999999,-6.007,0.278,0.2049999999999999,0.0,0.3009999999999999,0.8269999999999998,96.619,5.0,4.0,245133.0,0,0,101.0,101.0
Mesmerize,Ja Rule Featuring Ashanti,2,pop,2002,12,66.0,0.762,0.641,-6.784,0.2089999999999999,0.0554,0.0,0.454,0.3679999999999999,90.089,1.0,4.0,278720.0,1,1,1.0,1.0
Thug Lovin',Ja Rule Featuring Bobby Brown,42,pop,2002,11,42.0,0.763,0.69,-5.586,0.21,0.14,0.0,0.7029999999999998,0.773,93.076,1.0,4.0,290386.0,0,0,101.0,101.0
Livin' It Up,Ja Rule Featuring Case,6,pop,2001,9,62.0,0.874,0.767,-4.046,0.317,0.0768999999999999,0.0,0.0371,0.646,106.061,6.0,4.0,257066.0,0,0,101.0,101.0
Between Me And You,Ja Rule Featuring Christina Milian,11,pop,2000,9,53.0,0.811,0.885,-4.555,0.0718,0.0262,0.00052,0.2429999999999999,0.436,93.719,0.0,4.0,250173.0,0,0,101.0,101.0
New York,Ja Rule Featuring Fat Joe & Jadakiss,27,pop,2004,11,55.0,0.542,0.804,-5.898,0.453,0.255,0.0,0.0766,0.5969999999999999,93.06,11.0,4.0,258213.0,0,0,101.0,101.0
I Cry,Ja Rule Featuring Lil' Mo,40,pop,2001,5,41.0,0.651,0.538,-6.006,0.219,0.2879999999999999,0.0,0.2119999999999999,0.317,72.226,0.0,4.0,317733.0,0,0,101.0,101.0
Put It On Me,Ja Rule Featuring Lil' Mo & Vita,8,pop,2000,12,65.0,0.687,0.785,-4.953,0.325,0.00332,0.0,0.0516,0.785,186.244,1.0,4.0,262826.0,0,0,101.0,101.0
Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5,pop,2004,10,62.0,0.658,0.781,-5.009,0.134,0.272,0.0,0.0437,0.769,92.519,11.0,4.0,270506.0,0,0,101.0,101.0
Wild Life,Jack & Jack,87,other,2014,8,51.0,0.774,0.891,-4.241,0.188,0.252,0.0,0.374,0.6119999999999999,79.991,10.0,4.0,175885.0,0,0,101.0,101.0
Tennessee Bird Walk,Jack Blanchard & Misty Morgan,23,other,1970,2,21.0,0.7109999999999999,0.819,-7.166,0.0335,0.092,5.3e-05,0.0699,0.88,130.224,0.0,4.0,171800.0,0,0,101.0,101.0
Humphrey The Camel,Jack Blanchard & Misty Morgan,78,other,1970,6,8.0,0.7139999999999999,0.6089999999999999,-10.225,0.0326,0.454,0.0486,0.11,0.905,143.697,0.0,4.0,178680.0,1,0,23.0,23.0
Searching,Jack Eubanks,83,other,1961,11,0.0,0.662,0.512,-7.881,0.0704,0.4159999999999999,0.8359999999999999,0.1179999999999999,0.943,149.679,9.0,4.0,155600.0,0,0,101.0,101.0
There Goes My Everything,Jack Greene,65,pop,1967,1,36.0,0.4249999999999999,0.342,-10.81,0.0282,0.8379999999999999,0.0,0.1469999999999999,0.3649999999999999,139.205,10.0,5.0,142880.0,0,0,101.0,101.0
Tyler Herro,Jack Harlow,34,hiphop,2020,11,78.0,0.794,0.756,-7.16,0.136,0.11,0.0,0.247,0.775,123.066,5.0,4.0,156497.0,0,0,101.0,101.0
Wherever You Are,Jack Ingram,63,country,2006,3,28.0,0.568,0.808,-5.547,0.0319,0.0724,0.0,0.0945,0.5939999999999999,107.922,2.0,4.0,215560.0,0,0,101.0,101.0
Love You,Jack Ingram,87,country,2006,10,28.0,0.59,0.884,-4.785,0.041,0.0641,9e-06,0.401,0.794,116.925,8.0,4.0,163733.0,1,0,63.0,63.0
Lips Of An Angel,Jack Ingram,77,country,2007,2,32.0,0.4729999999999999,0.7079999999999999,-4.286,0.0308,0.0129,0.0,0.112,0.2929999999999999,131.788,9.0,4.0,227453.0,2,0,63.0,75.0
Barefoot And Crazy,Jack Ingram,64,country,2009,7,37.0,0.5819999999999999,0.908,-5.641,0.0481,0.000406,0.0012,0.371,0.5769999999999998,116.986,7.0,4.0,210493.0,3,0,63.0,75.66666666666667
Flake,Jack Johnson,73,other,2002,8,59.0,0.758,0.654,-10.98,0.04,0.662,0.0197,0.199,0.962,97.657,5.0,4.0,281749.0,0,0,101.0,101.0
"Sitting, Waiting, Wishing",Jack Johnson,66,other,2005,3,64.0,0.764,0.559,-7.153,0.0265,0.247,3e-05,0.125,0.627,105.021,0.0,4.0,183720.0,1,0,73.0,73.0
Upside Down,Jack Johnson,38,other,2006,1,67.0,0.786,0.648,-8.317,0.0522,0.248,0.000156,0.138,0.652,102.399,6.0,4.0,208653.0,2,0,66.0,69.5
Imagine,Jack Johnson,90,other,2007,6,64.0,0.554,0.1789999999999999,-18.254,0.0362,0.937,0.024,0.107,0.374,141.946,6.0,4.0,219080.0,3,0,38.0,59.0
If I Had Eyes,Jack Johnson,47,other,2007,12,60.0,0.794,0.569,-8.057,0.0371,0.663,0.00343,0.0898,0.7059999999999998,92.915,2.0,4.0,238813.0,4,0,38.0,66.75
You And Your Heart,Jack Johnson,20,other,2010,4,60.0,0.772,0.571,-6.118,0.0318,0.382,0.000717,0.0924,0.86,107.064,2.0,4.0,192853.0,5,0,38.0,62.8
I Got You,Jack Johnson,88,other,2013,6,65.0,0.898,0.406,-6.517,0.0385,0.5929999999999999,1.3e-05,0.0906,0.54,98.059,11.0,4.0,179346.0,6,0,20.0,55.666666666666664
Lollipops And Roses,Jack Jones,66,other,1962,3,40.0,0.266,0.163,-14.202,0.0381,0.899,0.0007609999999999,0.184,0.14,119.257,6.0,4.0,246093.0,0,0,101.0,101.0
Call Me Irresponsible,Jack Jones,75,other,1963,5,20.0,0.1789999999999999,0.202,-12.299,0.033,0.959,0.000313,0.082,0.126,85.049,9.0,4.0,193800.0,1,0,66.0,66.0
Toys In The Attic,Jack Jones,92,other,1963,10,16.0,0.1479999999999999,0.227,-14.446,0.0404,0.52,0.000229,0.0969,0.17,185.47,0.0,4.0,172360.0,2,0,66.0,70.5
Wives And Lovers,Jack Jones,14,other,1963,11,52.0,0.537,0.4769999999999999,-13.208,0.041,0.463,0.0,0.2939999999999999,0.5819999999999999,128.025,5.0,3.0,149040.0,3,0,66.0,77.66666666666667
Love With The Proper Stranger,Jack Jones,62,other,1964,2,17.0,0.18,0.1729999999999999,-12.852,0.0338,0.8469999999999999,1.8e-05,0.337,0.193,86.18399999999998,1.0,3.0,146000.0,4,0,14.0,61.75
Where Love Has Gone,Jack Jones,62,other,1964,8,7.0,0.217,0.221,-10.496,0.0278,0.86,2e-06,0.168,0.188,84.568,10.0,5.0,148693.0,5,0,14.0,61.8
Dear Heart,Jack Jones,30,other,1964,11,19.0,0.218,0.31,-12.079,0.0304,0.4769999999999999,0.0,0.1189999999999999,0.3469999999999999,91.627,4.0,3.0,156480.0,6,0,14.0,61.833333333333336
The Race Is On,Jack Jones,15,other,1965,2,16.0,0.563,0.7009999999999998,-9.784,0.0337,0.3659999999999999,0.0,0.105,0.94,91.349,6.0,4.0,106626.0,7,0,14.0,57.285714285714285
A Day In The Life Of A Fool,Jack Jones,62,other,1966,10,33.0,0.253,0.2349999999999999,-12.934,0.0301,0.813,0.0753999999999999,0.114,0.219,169.935,10.0,4.0,141800.0,8,0,14.0,52.0
Lady,Jack Jones,39,other,1967,1,22.0,0.336,0.379,-12.99,0.0376,0.895,0.000102,0.4309999999999999,0.385,92.255,9.0,4.0,164000.0,9,0,14.0,53.111111111111114
Now I Know,Jack Jones,73,other,1967,6,8.0,0.389,0.565,-8.355,0.0373,0.6079999999999999,0.000159,0.185,0.559,112.199,9.0,4.0,174521.0,10,0,14.0,51.7
Our Song,Jack Jones,92,other,1967,9,17.0,0.2929999999999999,0.4189999999999999,-9.559,0.0286,0.511,5e-06,0.0466,0.49,82.14,9.0,3.0,174226.0,11,0,14.0,53.63636363636363
Live For Life,Jack Jones,99,other,1967,12,27.0,0.495,0.445,-12.15,0.0356,0.5,0.0,0.35,0.519,120.025,7.0,3.0,163996.0,12,0,14.0,56.833333333333336
If You Ever Leave Me,Jack Jones,92,other,1968,2,7.0,0.402,0.3629999999999999,-7.855,0.0283,0.899,0.000117,0.115,0.261,78.60299999999998,1.0,4.0,155693.0,13,0,14.0,60.07692307692308
The Lonely Surfer,Jack Nitzsche,39,other,1963,8,31.0,0.3009999999999999,0.634,-10.432,0.0397,0.33,0.552,0.167,0.403,106.06,5.0,4.0,155600.0,0,0,101.0,101.0
Leroy,Jack Scott,56,pop,1958,8,18.0,0.644,0.621,-11.759,0.0697,0.8329999999999999,0.00757,0.0984,0.889,106.439,9.0,4.0,128653.0,0,0,101.0,101.0
My True Love,Jack Scott,3,pop,1958,8,26.0,0.548,0.253,-11.387,0.0279,0.871,9.9e-05,0.138,0.2379999999999999,68.184,4.0,3.0,165026.0,1,0,56.0,56.0
With Your Love,Jack Scott,28,pop,1958,9,9.0,0.372,0.258,-12.183,0.0278,0.933,0.000243,0.138,0.281,143.285,9.0,3.0,123506.0,2,1,3.0,29.5
Geraldine,Jack Scott,96,pop,1958,10,10.0,0.669,0.7279999999999999,-11.146,0.0447,0.435,0.00359,0.1439999999999999,0.925,97.36,2.0,4.0,124173.0,3,1,3.0,29.0
Goodbye Baby,Jack Scott,8,pop,1958,12,14.0,0.694,0.547,-12.623,0.0291,0.91,0.0555,0.0996,0.764,130.222,9.0,4.0,129333.0,4,1,3.0,45.75
Save My Soul,Jack Scott,73,pop,1958,12,19.0,0.815,0.5779999999999998,-13.667,0.047,0.8509999999999999,4.6e-05,0.0865999999999999,0.8329999999999999,127.94,4.0,4.0,110840.0,5,2,3.0,38.2
I Never Felt Like This,Jack Scott,78,pop,1959,4,9.0,0.448,0.457,-11.325,0.0656,0.571,0.0,0.268,0.885,152.905,4.0,4.0,111706.0,6,2,3.0,44.0
The Way I Walk,Jack Scott,35,pop,1959,6,24.0,0.622,0.524,-13.628,0.0278,0.7089999999999999,0.00318,0.21,0.668,128.39,4.0,4.0,162400.0,7,2,3.0,48.857142857142854
There Comes A Time,Jack Scott,71,pop,1959,10,5.0,0.546,0.3459999999999999,-13.259,0.0315,0.691,2e-06,0.376,0.5,117.307,1.0,4.0,144800.0,8,2,3.0,47.125
What In The World's Come Over You,Jack Scott,5,pop,1960,1,37.0,0.506,0.1759999999999999,-13.962,0.0303,0.802,4e-06,0.0978,0.4919999999999999,76.27299999999998,4.0,4.0,173266.0,9,2,3.0,49.77777777777778
Burning Bridges,Jack Scott,3,pop,1960,4,23.0,0.465,0.276,-13.184,0.0242,0.809,0.000272,0.214,0.233,82.613,2.0,4.0,161733.0,10,3,3.0,45.3
"Oh, Little One",Jack Scott,34,pop,1960,4,12.0,0.517,0.4689999999999999,-12.904,0.0447,0.678,0.000125,0.3009999999999999,0.312,123.458,4.0,4.0,170133.0,11,4,3.0,41.45454545454545
Cool Water,Jack Scott,85,pop,1960,7,11.0,0.662,0.4159999999999999,-14.374,0.0357,0.816,0.000194,0.0951,0.806,129.141,7.0,4.0,150706.0,12,4,3.0,40.833333333333336
It Only Happened Yesterday,Jack Scott,38,pop,1960,7,4.0,0.2379999999999999,0.187,-14.015,0.0331,0.944,3e-06,0.1,0.1489999999999999,85.35599999999998,4.0,3.0,165546.0,13,4,3.0,44.23076923076923
Patsy,Jack Scott,65,pop,1960,10,4.0,0.643,0.64,-10.396,0.0495,0.665,0.0,0.308,0.756,110.928,0.0,4.0,149626.0,14,4,3.0,43.785714285714285
Is There Something On Your Mind,Jack Scott,89,pop,1961,1,8.0,0.536,0.0599,-18.355,0.0298,0.84,0.0,0.0845999999999999,0.382,75.717,9.0,4.0,164533.0,15,4,3.0,45.2
A Little Feeling (Called Love),Jack Scott,91,pop,1961,5,5.0,0.4759999999999999,0.164,-13.843,0.0303,0.5759999999999998,0.000439,0.1029999999999999,0.247,70.12,2.0,4.0,163733.0,16,4,3.0,47.9375
My Dream Come True,Jack Scott,83,pop,1961,8,6.0,0.544,0.138,-16.865,0.0277,0.892,0.00109,0.106,0.23,82.186,4.0,3.0,175440.0,17,4,3.0,50.470588235294116
Steps 1 And 2,Jack Scott,86,pop,1961,11,4.0,0.6,0.439,-11.709,0.0317,0.814,8.1e-05,0.227,0.822,137.901,4.0,4.0,163933.0,18,4,3.0,52.27777777777778
All I Need,Jack Wagner,2,other,1984,10,41.0,0.4749999999999999,0.375,-12.023,0.0282,0.468,0.0,0.162,0.166,140.277,9.0,4.0,209493.0,0,0,101.0,101.0
Too Young,Jack Wagner,52,other,1985,10,44.0,0.543,0.504,-9.726,0.0443,0.35,0.0,0.114,0.2899999999999999,69.839,0.0,4.0,251133.0,1,1,2.0,2.0
Weatherman Says,Jack Wagner,67,other,1987,5,11.0,0.632,0.7309999999999999,-11.406,0.0412,0.108,0.0,0.234,0.909,92.073,0.0,4.0,270333.0,2,1,2.0,27.0
Another Way to Die,Jack White & Alicia Keys,81,rock,2008,11,57.0,0.42,0.766,-4.231,0.1789999999999999,0.0239,3.1e-05,0.11,0.41,68.393,4.0,4.0,262240.0,0,0,101.0,101.0
Faded Love,Jackie DeShannon,97,pop,1963,2,8.0,0.439,0.432,-6.996,0.0284,0.802,1.7e-05,0.227,0.279,86.467,0.0,4.0,183066.0,0,0,101.0,101.0
Needles And Pins,Jackie DeShannon,84,pop,1963,5,25.0,0.686,0.8589999999999999,-6.766,0.0394,0.385,5e-06,0.1,0.8419999999999999,113.597,0.0,4.0,160373.0,1,0,97.0,97.0
When You Walk In The Room,Jackie DeShannon,99,pop,1964,1,30.0,0.5919999999999999,0.3629999999999999,-15.457,0.0536,0.4129999999999999,0.000975,0.112,0.2859999999999999,126.739,10.0,4.0,158333.0,2,0,84.0,90.5
What The World Needs Now Is Love,Jackie DeShannon,7,pop,1965,5,51.0,0.454,0.406,-9.536,0.0314,0.8259999999999998,0.0,0.0961,0.4779999999999999,106.053,1.0,4.0,186400.0,3,0,84.0,93.33333333333333
A Lifetime Of Loneliness,Jackie DeShannon,66,pop,1965,10,13.0,0.406,0.338,-6.535,0.026,0.816,7e-06,0.115,0.459,90.318,5.0,4.0,157266.0,4,1,7.0,71.75
Come And Get Me,Jackie DeShannon,83,pop,1966,5,9.0,0.498,0.5889999999999999,-6.776,0.0312,0.814,1e-06,0.158,0.4189999999999999,97.195,5.0,4.0,162133.0,5,1,7.0,70.6
I Can Make It With You,Jackie DeShannon,68,pop,1966,9,7.0,0.4939999999999999,0.402,-11.444,0.0276,0.559,0.000141,0.279,0.7359999999999999,82.29099999999998,7.0,4.0,148533.0,6,1,7.0,72.66666666666667
The Weight,Jackie DeShannon,55,pop,1968,8,29.0,0.6,0.685,-7.902,0.0441,0.45,2.6e-05,0.0718,0.571,79.492,10.0,4.0,183853.0,7,1,7.0,72.0
Put A Little Love In Your Heart,Jackie DeShannon,4,pop,1969,6,49.0,0.5789999999999998,0.3619999999999999,-12.442,0.0284,0.71,0.00053,0.126,0.401,100.561,9.0,4.0,156533.0,8,1,7.0,69.875
Love Will Find A Way,Jackie DeShannon,40,pop,1969,11,3.0,0.625,0.532,-9.731000000000002,0.0305,0.1769999999999999,0.000661,0.187,0.893,114.959,0.0,4.0,159866.0,9,2,4.0,62.55555555555556
Brighton Hill,Jackie DeShannon,82,pop,1970,3,3.0,0.394,0.259,-15.55,0.0338,0.873,0.534,0.11,0.751,111.675,10.0,4.0,138800.0,10,2,4.0,60.3
It's So Nice,Jackie DeShannon,84,pop,1970,8,7.0,0.433,0.564,-6.273,0.0787999999999999,0.639,0.0,0.0726,0.621,203.825,2.0,4.0,153333.0,11,2,4.0,62.27272727272727
Vanilla Ólay,Jackie DeShannon,76,pop,1972,6,5.0,0.749,0.571,-9.208,0.0288,0.651,0.00211,0.0679,0.948,131.247,8.0,4.0,182066.0,12,2,4.0,64.08333333333333
Don't Let The Flame Burn Out,Jackie DeShannon,68,pop,1977,10,2.0,0.678,0.528,-14.542,0.0293,0.137,9e-06,0.1029999999999999,0.895,127.982,9.0,4.0,216596.0,13,2,4.0,65.0
The Duck,Jackie Lee,14,pop,1965,11,12.0,0.7369999999999999,0.6139999999999999,-7.261,0.0361,0.138,0.000271,0.0855999999999999,0.8689999999999999,132.808,1.0,4.0,142593.0,0,0,101.0,101.0
"Precious, Precious",Jackie Moore,30,rnb_soul,1970,12,32.0,0.75,0.506,-9.97,0.0654,0.433,3e-06,0.121,0.8569999999999999,128.042,1.0,3.0,203267.0,0,0,101.0,101.0
